order_number,customer_key,product_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO69782,13997,117,2013-10-31,2013-11-07,2013-11-12,5,1,5
SO69786,3885,120,2013-10-31,2013-11-07,2013-11-12,4,1,4
SO69799,13093,103,2013-11-01,2013-11-08,2013-11-13,9,1,9
SO69801,5466,113,2013-11-01,2013-11-08,2013-11-13,5,1,5
SO69801,5466,183,2013-11-01,2013-11-08,2013-11-13,9,1,9
SO69870,1372,113,2013-11-02,2013-11-09,2013-11-14,5,1,5
SO69870,1372,185,2013-11-02,2013-11-09,2013-11-14,24,1,24
SO69895,5725,113,2013-11-02,2013-11-09,2013-11-14,5,1,5
SO69911,2388,113,2013-11-02,2013-11-09,2013-11-14,5,1,5
SO69938,7795,159,2013-11-02,2013-11-09,2013-11-14,1701,1,1701
SO69970,14874,113,2013-11-03,2013-11-10,2013-11-15,5,1,5
SO69999,12586,120,2013-11-03,2013-11-10,2013-11-15,4,1,4
SO72996,16303,117,2013-12-13,2013-12-20,2013-12-25,5,1,5
SO73021,8283,159,2013-12-13,2013-12-20,2013-12-25,1701,1,1701
SO73021,8283,120,2013-12-13,2013-12-20,2013-12-25,4,1,4
SO73050,17082,120,2013-12-14,2013-12-21,2013-12-26,4,1,4
SO73125,13238,120,2013-12-15,2013-12-22,2013-12-27,4,1,4
SO73126,13288,120,2013-12-15,2013-12-22,2013-12-27,4,1,4
SO73142,9726,120,2013-12-15,2013-12-22,2013-12-27,4,1,4
SO73182,16471,103,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73199,277,120,2013-12-16,2013-12-23,2013-12-28,4,1,4
SO73330,14572,103,2013-12-17,2013-12-24,2013-12-29,9,1,9
SO73335,2965,103,2013-12-17,2013-12-24,2013-12-29,9,1,9
SO73337,2633,183,2013-12-17,2013-12-24,2013-12-29,9,1,9
SO73340,3685,120,2013-12-18,2013-12-25,2013-12-30,4,1,4
SO73352,277,117,2013-12-18,2013-12-25,2013-12-30,5,1,5
SO73354,14951,113,2013-12-18,2013-12-25,2013-12-30,5,1,5
SO73413,1009,185,2013-12-19,2013-12-26,2013-12-31,24,1,24
SO73439,7945,113,2013-12-19,2013-12-26,2013-12-31,5,1,5
SO58786,13570,120,2013-05-28,2013-06-04,2013-06-09,4,1,4
SO59087,10019,159,2013-05-30,2013-06-06,2013-06-11,1701,1,1701
SO59087,10019,120,2013-05-30,2013-06-06,2013-06-11,4,1,4
SO59130,11232,103,2013-05-30,2013-06-06,2013-06-11,9,1,9
SO59147,10037,120,2013-05-31,2013-06-07,2013-06-12,4,1,4
SO59197,13645,103,2013-05-31,2013-06-07,2013-06-12,9,1,9
SO59218,9812,149,2013-06-01,2013-06-08,2013-06-13,2443,1,2443
SO59218,9812,183,2013-06-01,2013-06-08,2013-06-13,9,1,9
SO59228,1970,113,2013-06-01,2013-06-08,2013-06-13,5,1,5
SO59253,14054,146,2013-06-01,2013-06-08,2013-06-13,1120,1,1120
SO73257,712,104,2013-12-17,2013-12-24,2013-12-29,120,1,120
SO69696,5422,119,2013-10-30,2013-11-06,2013-11-11,25,1,25
SO69761,7069,104,2013-10-31,2013-11-07,2013-11-12,120,1,120
SO61414,3450,142,2013-07-02,2013-07-09,2013-07-14,2320,1,2320
SO61428,9616,144,2013-07-03,2013-07-10,2013-07-15,2443,1,2443
SO61524,14214,119,2013-07-04,2013-07-11,2013-07-16,25,1,25
SO53221,17413,198,2013-02-23,2013-03-02,2013-03-07,9,1,9
SO53244,5174,119,2013-02-24,2013-03-03,2013-03-08,25,1,25
SO59270,3050,104,2013-06-01,2013-06-08,2013-06-13,120,1,120
SO59319,9477,198,2013-06-02,2013-06-09,2013-06-14,9,1,9
SO59386,1405,164,2013-06-03,2013-06-10,2013-06-15,742,1,742
SO59399,16184,119,2013-06-03,2013-06-10,2013-06-15,25,1,25
SO59402,18474,181,2013-06-03,2013-06-10,2013-06-15,2384,1,2384
SO55465,18233,119,2013-04-01,2013-04-08,2013-04-13,25,1,25
SO55465,18233,104,2013-04-01,2013-04-08,2013-04-13,120,1,120
SO55479,6971,119,2013-04-01,2013-04-08,2013-04-13,25,1,25
SO55505,1303,142,2013-04-02,2013-04-09,2013-04-14,2320,1,2320
SO67767,3316,119,2013-10-05,2013-10-12,2013-10-17,25,1,25
SO67830,18265,176,2013-10-05,2013-10-12,2013-10-17,742,1,742
SO67833,7546,119,2013-10-05,2013-10-12,2013-10-17,25,1,25
SO68008,8421,179,2013-10-08,2013-10-15,2013-10-20,1215,1,1215
SO48822,6744,144,2012-07-03,2012-07-10,2012-07-15,2182,1,2182
SO48851,15718,142,2012-07-07,2012-07-14,2012-07-19,2071,1,2071
SO48934,15711,142,2012-07-16,2012-07-23,2012-07-28,2071,1,2071
SO48948,2975,142,2012-07-18,2012-07-25,2012-07-30,2071,1,2071
SO48976,1405,142,2012-07-22,2012-07-29,2012-08-03,2071,1,2071
SO49174,3050,142,2012-07-31,2012-08-07,2012-08-12,2071,1,2071
SO49221,12533,144,2012-08-04,2012-08-11,2012-08-16,2182,1,2182
SO49241,3066,142,2012-08-06,2012-08-13,2012-08-18,2071,1,2071
SO49394,12526,144,2012-08-21,2012-08-28,2012-09-02,2182,1,2182
SO49602,4738,55,2012-09-02,2012-09-09,2012-09-14,783,1,783
SO49681,2891,144,2012-09-11,2012-09-18,2012-09-23,2182,1,2182
SO49736,4556,55,2012-09-16,2012-09-23,2012-09-28,783,1,783
SO49740,3311,142,2012-09-17,2012-09-24,2012-09-29,2071,1,2071
SO53336,9152,198,2013-02-25,2013-03-04,2013-03-09,9,1,9
SO53404,3127,119,2013-02-27,2013-03-06,2013-03-11,25,1,25
SO53774,3859,119,2013-03-03,2013-03-10,2013-03-15,25,1,25
SO69934,12833,104,2013-11-02,2013-11-09,2013-11-14,120,1,120
SO69956,5447,104,2013-11-03,2013-11-10,2013-11-15,120,1,120
SO70058,2205,104,2013-11-04,2013-11-11,2013-11-16,120,1,120
SO70136,6544,104,2013-11-05,2013-11-12,2013-11-17,120,1,120
SO70174,17976,119,2013-11-06,2013-11-13,2013-11-18,25,1,25
SO52641,8263,119,2013-02-12,2013-02-19,2013-02-24,25,1,25
SO52663,14097,179,2013-02-12,2013-02-19,2013-02-24,1215,1,1215
SO52708,177,198,2013-02-13,2013-02-20,2013-02-25,9,1,9
SO52724,11641,119,2013-02-13,2013-02-20,2013-02-25,25,1,25
SO52870,6995,119,2013-02-16,2013-02-23,2013-02-28,25,1,25
SO72637,18393,198,2013-12-08,2013-12-15,2013-12-20,9,1,9
SO72677,3817,119,2013-12-09,2013-12-16,2013-12-21,25,1,25
SO46206,9024,4,2011-11-11,2011-11-18,2011-11-23,3375,1,3375
SO46435,1252,4,2011-12-05,2011-12-12,2011-12-17,3375,1,3375
SO46683,1572,142,2011-12-29,2012-01-05,2012-01-10,2071,1,2071
SO46740,1981,144,2012-01-05,2012-01-12,2012-01-17,2182,1,2182
SO46790,1931,144,2012-01-11,2012-01-18,2012-01-23,2182,1,2182
SO47133,2358,144,2012-02-05,2012-02-12,2012-02-17,2182,1,2182
SO47182,15299,142,2012-02-11,2012-02-18,2012-02-23,2071,1,2071
SO66947,6302,119,2013-09-24,2013-10-01,2013-10-06,25,1,25
SO67015,3324,176,2013-09-24,2013-10-01,2013-10-06,742,1,742
SO67047,8840,104,2013-09-25,2013-10-02,2013-10-07,120,1,120
SO47548,9835,55,2012-03-13,2012-03-20,2012-03-25,783,1,783
SO47567,10571,144,2012-03-16,2012-03-23,2012-03-28,2182,1,2182
SO47794,9376,142,2012-04-09,2012-04-16,2012-04-21,2071,1,2071
SO48237,3926,144,2012-05-24,2012-05-31,2012-06-05,2182,1,2182
SO48516,2140,142,2012-06-09,2012-06-16,2012-06-21,2071,1,2071
SO48528,11909,144,2012-06-10,2012-06-17,2012-06-22,2182,1,2182
SO67244,4973,198,2013-09-28,2013-10-05,2013-10-10,9,1,9
SO67434,18023,119,2013-09-30,2013-10-07,2013-10-12,25,1,25
SO72926,12800,179,2013-12-12,2013-12-19,2013-12-24,1215,1,1215
SO72976,143,119,2013-12-13,2013-12-20,2013-12-25,25,1,25
SO73000,2324,104,2013-12-13,2013-12-20,2013-12-25,120,1,120
SO73029,7161,198,2013-12-13,2013-12-20,2013-12-25,9,1,9
SO73053,7686,198,2013-12-14,2013-12-21,2013-12-26,9,1,9
SO73091,9935,119,2013-12-14,2013-12-21,2013-12-26,25,1,25
SO58850,620,119,2013-05-29,2013-06-05,2013-06-10,25,1,25
SO69693,10462,104,2013-10-30,2013-11-06,2013-11-11,120,1,120
SO69770,8440,179,2013-10-31,2013-11-07,2013-11-12,1215,1,1215
SO69770,8440,198,2013-10-31,2013-11-07,2013-11-12,9,1,9
SO69790,18359,181,2013-10-31,2013-11-07,2013-11-12,2384,1,2384
SO69825,6902,119,2013-11-01,2013-11-08,2013-11-13,25,1,25
SO69826,5473,119,2013-11-01,2013-11-08,2013-11-13,25,1,25
SO69852,17062,198,2013-11-01,2013-11-08,2013-11-13,9,1,9
SO69874,5550,144,2013-11-02,2013-11-09,2013-11-14,2443,1,2443
SO69879,3862,142,2013-11-02,2013-11-09,2013-11-14,2320,1,2320
SO53153,12256,109,2013-02-22,2013-03-01,2013-03-06,35,1,35
SO53161,12238,121,2013-02-22,2013-03-01,2013-03-06,29,1,29
SO53161,12238,109,2013-02-22,2013-03-01,2013-03-06,35,1,35
SO61430,254,109,2013-07-03,2013-07-10,2013-07-15,35,1,35
SO61478,9395,199,2013-07-03,2013-07-10,2013-07-15,9,1,9
SO61503,12688,114,2013-07-04,2013-07-11,2013-07-16,30,1,30
SO61567,5267,109,2013-07-05,2013-07-12,2013-07-17,35,1,35
SO69883,11787,114,2013-11-02,2013-11-09,2013-11-14,30,1,30
SO70041,12203,114,2013-11-04,2013-11-11,2013-11-16,30,1,30
SO70060,5136,130,2013-11-04,2013-11-11,2013-11-16,565,1,565
SO67425,2010,109,2013-09-30,2013-10-07,2013-10-12,35,1,35
SO67428,3698,109,2013-09-30,2013-10-07,2013-10-12,35,1,35
SO67486,10199,114,2013-10-01,2013-10-08,2013-10-13,30,1,30
SO67491,4232,109,2013-10-01,2013-10-08,2013-10-13,35,1,35
SO67507,288,121,2013-10-01,2013-10-08,2013-10-13,29,1,29
SO67586,10668,132,2013-10-02,2013-10-09,2013-10-14,769,1,769
SO67724,9882,114,2013-10-04,2013-10-11,2013-10-16,30,1,30
SO67742,4215,109,2013-10-04,2013-10-11,2013-10-16,35,1,35
SO67752,14978,109,2013-10-04,2013-10-11,2013-10-16,35,1,35
SO73276,1055,114,2013-12-17,2013-12-24,2013-12-29,30,1,30
SO73339,5168,114,2013-12-18,2013-12-25,2013-12-30,30,1,30
SO73351,1842,109,2013-12-18,2013-12-25,2013-12-30,35,1,35
SO73368,13542,114,2013-12-18,2013-12-25,2013-12-30,30,1,30
SO73417,10233,109,2013-12-19,2013-12-26,2013-12-31,35,1,35
SO73515,11804,109,2013-12-20,2013-12-27,2014-01-01,35,1,35
SO72526,1917,114,2013-12-07,2013-12-14,2013-12-19,30,1,30
SO72543,13217,109,2013-12-07,2013-12-14,2013-12-19,35,1,35
SO72548,4423,109,2013-12-07,2013-12-14,2013-12-19,35,1,35
SO72600,16391,121,2013-12-08,2013-12-15,2013-12-20,29,1,29
SO72626,4576,132,2013-12-08,2013-12-15,2013-12-20,769,1,769
SO72639,2135,109,2013-12-08,2013-12-15,2013-12-20,35,1,35
SO72667,6580,114,2013-12-09,2013-12-16,2013-12-21,30,1,30
SO72667,6580,109,2013-12-09,2013-12-16,2013-12-21,35,1,35
SO72692,9003,109,2013-12-09,2013-12-16,2013-12-21,35,1,35
SO72728,2971,109,2013-12-10,2013-12-17,2013-12-22,35,1,35
SO61067,9925,114,2013-06-28,2013-07-05,2013-07-10,30,1,30
SO61071,848,109,2013-06-28,2013-07-05,2013-07-10,35,1,35
SO61147,1147,109,2013-06-29,2013-07-06,2013-07-11,35,1,35
SO61432,5711,114,2013-07-03,2013-07-10,2013-07-15,30,1,30
SO61448,12562,114,2013-07-03,2013-07-10,2013-07-15,30,1,30
SO61499,278,109,2013-07-04,2013-07-11,2013-07-16,35,1,35
SO47464,5462,45,2012-03-01,2012-03-08,2012-03-13,2443,1,2443
SO47468,15153,52,2012-03-01,2012-03-08,2012-03-13,783,1,783
SO47827,11176,45,2012-04-12,2012-04-19,2012-04-24,2443,1,2443
SO67076,3437,109,2013-09-25,2013-10-02,2013-10-07,35,1,35
SO67094,1533,121,2013-09-26,2013-10-03,2013-10-08,29,1,29
SO67148,1666,109,2013-09-27,2013-10-04,2013-10-09,35,1,35
SO67160,11076,114,2013-09-27,2013-10-04,2013-10-09,30,1,30
SO67193,15724,121,2013-09-27,2013-10-04,2013-10-09,29,1,29
SO67436,11745,114,2013-09-30,2013-10-07,2013-10-12,30,1,30
SO67479,18463,109,2013-09-30,2013-10-07,2013-10-12,35,1,35
SO67481,1702,199,2013-09-30,2013-10-07,2013-10-12,9,1,9
SO67500,11308,114,2013-10-01,2013-10-08,2013-10-13,30,1,30
SO67505,15622,121,2013-10-01,2013-10-08,2013-10-13,29,1,29
SO72824,1299,199,2013-12-11,2013-12-18,2013-12-23,9,1,9
SO72958,9236,114,2013-12-13,2013-12-20,2013-12-25,30,1,30
SO72993,10125,114,2013-12-13,2013-12-20,2013-12-25,30,1,30
SO73172,18028,109,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO58628,15941,199,2013-05-25,2013-06-01,2013-06-06,9,1,9
SO58657,11077,114,2013-05-26,2013-06-02,2013-06-07,30,1,30
SO58710,6495,109,2013-05-27,2013-06-03,2013-06-08,35,1,35
SO58728,11978,114,2013-05-27,2013-06-03,2013-06-08,30,1,30
SO58728,11978,109,2013-05-27,2013-06-03,2013-06-08,35,1,35
SO58762,3306,114,2013-05-27,2013-06-03,2013-06-08,30,1,30
SO58858,13431,199,2013-05-29,2013-06-05,2013-06-10,9,1,9
SO59144,4207,109,2013-05-31,2013-06-07,2013-06-12,35,1,35
SO59161,12061,114,2013-05-31,2013-06-07,2013-06-12,30,1,30
SO52852,932,109,2013-02-16,2013-02-23,2013-02-28,35,1,35
SO52879,11328,109,2013-02-16,2013-02-23,2013-02-28,35,1,35
SO52911,15839,121,2013-02-17,2013-02-24,2013-03-01,29,1,29
SO69704,5962,199,2013-10-30,2013-11-06,2013-11-11,9,1,9
SO69800,11445,132,2013-11-01,2013-11-08,2013-11-13,769,1,769
SO69810,15555,121,2013-11-01,2013-11-08,2013-11-13,29,1,29
SO69840,17745,121,2013-11-01,2013-11-08,2013-11-13,29,1,29
SO69876,9588,109,2013-11-02,2013-11-09,2013-11-14,35,1,35
SO69881,12580,114,2013-11-02,2013-11-09,2013-11-14,30,1,30
SO69901,9972,109,2013-11-02,2013-11-09,2013-11-14,35,1,35
SO69920,18361,121,2013-11-02,2013-11-09,2013-11-14,29,1,29
SO69957,4675,109,2013-11-03,2013-11-10,2013-11-15,35,1,35
SO69967,6666,109,2013-11-03,2013-11-10,2013-11-15,35,1,35
SO73289,12495,109,2013-12-17,2013-12-24,2013-12-29,35,1,35
SO73317,15287,121,2013-12-17,2013-12-24,2013-12-29,29,1,29
SO73350,10507,109,2013-12-18,2013-12-25,2013-12-30,35,1,35
SO58879,5842,107,2013-05-29,2013-06-05,2013-06-10,22,1,22
SO58884,8166,126,2013-05-29,2013-06-05,2013-06-10,565,1,565
SO52874,1907,107,2013-02-16,2013-02-23,2013-02-28,22,1,22
SO52876,2857,131,2013-02-16,2013-02-23,2013-02-28,769,1,769
SO52876,2857,107,2013-02-16,2013-02-23,2013-02-28,22,1,22
SO53105,7151,107,2013-02-21,2013-02-28,2013-03-05,22,1,22
SO53166,4379,107,2013-02-22,2013-03-01,2013-03-06,22,1,22
SO69615,2273,107,2013-10-29,2013-11-05,2013-11-10,22,1,22
SO69710,4720,107,2013-10-30,2013-11-06,2013-11-11,22,1,22
SO69751,2414,107,2013-10-31,2013-11-07,2013-11-12,22,1,22
SO69758,3634,107,2013-10-31,2013-11-07,2013-11-12,22,1,22
SO69909,2182,107,2013-11-02,2013-11-09,2013-11-14,22,1,22
SO73118,5272,107,2013-12-15,2013-12-22,2013-12-27,22,1,22
SO73266,5574,131,2013-12-17,2013-12-24,2013-12-29,769,1,769
SO73301,1528,107,2013-12-17,2013-12-24,2013-12-29,22,1,22
SO73471,7337,187,2013-12-19,2013-12-26,2013-12-31,50,1,50
SO63695,9150,153,2013-08-06,2013-08-13,2013-08-18,2443,1,2443
SO63852,2941,107,2013-08-08,2013-08-15,2013-08-20,22,1,22
SO63859,1446,107,2013-08-08,2013-08-15,2013-08-20,22,1,22
SO67577,4211,107,2013-10-02,2013-10-09,2013-10-14,22,1,22
SO67711,1203,107,2013-10-04,2013-10-11,2013-10-16,22,1,22
SO67729,4572,107,2013-10-04,2013-10-11,2013-10-16,22,1,22
SO67732,3895,131,2013-10-04,2013-10-11,2013-10-16,769,1,769
SO67735,2089,107,2013-10-04,2013-10-11,2013-10-16,22,1,22
SO55532,10511,187,2013-04-02,2013-04-09,2013-04-14,50,1,50
SO55593,8130,126,2013-04-03,2013-04-10,2013-04-15,565,1,565
SO55607,978,107,2013-04-03,2013-04-10,2013-04-15,22,1,22
SO55643,10472,107,2013-04-04,2013-04-11,2013-04-16,22,1,22
SO55707,4895,187,2013-04-05,2013-04-12,2013-04-17,50,1,50
SO55711,8048,107,2013-04-05,2013-04-12,2013-04-17,22,1,22
SO48680,16243,44,2012-06-24,2012-07-01,2012-07-06,783,1,783
SO48832,12419,153,2012-07-04,2012-07-11,2012-07-16,2182,1,2182
SO48898,2857,153,2012-07-12,2012-07-19,2012-07-24,2182,1,2182
SO49354,2884,153,2012-08-18,2012-08-25,2012-08-30,2182,1,2182
SO49416,9918,44,2012-08-24,2012-08-31,2012-09-05,783,1,783
SO61464,2230,107,2013-07-03,2013-07-10,2013-07-15,22,1,22
SO61577,1789,107,2013-07-05,2013-07-12,2013-07-17,22,1,22
SO61614,224,107,2013-07-06,2013-07-13,2013-07-18,22,1,22
SO61688,7928,107,2013-07-07,2013-07-14,2013-07-19,22,1,22
SO61691,2246,107,2013-07-07,2013-07-14,2013-07-19,22,1,22
SO61713,3434,107,2013-07-07,2013-07-14,2013-07-19,22,1,22
SO61804,12476,107,2013-07-09,2013-07-16,2013-07-21,22,1,22
SO61806,8689,187,2013-07-09,2013-07-16,2013-07-21,50,1,50
SO53241,424,107,2013-02-24,2013-03-03,2013-03-08,22,1,22
SO53250,9861,131,2013-02-24,2013-03-03,2013-03-08,769,1,769
SO53291,1739,107,2013-02-25,2013-03-04,2013-03-09,22,1,22
SO53387,2321,107,2013-02-26,2013-03-05,2013-03-10,22,1,22
SO53445,13528,182,2013-02-27,2013-03-06,2013-03-11,2384,1,2384
SO53649,2364,107,2013-02-28,2013-03-07,2013-03-12,22,1,22
SO53649,2364,187,2013-02-28,2013-03-07,2013-03-12,50,1,50
SO59484,18469,182,2013-06-04,2013-06-11,2013-06-16,2384,1,2384
SO67975,1614,107,2013-10-08,2013-10-15,2013-10-20,22,1,22
SO67978,13067,153,2013-10-08,2013-10-15,2013-10-20,2443,1,2443
SO68185,1514,187,2013-10-11,2013-10-18,2013-10-23,50,1,50
SO68203,1521,107,2013-10-12,2013-10-19,2013-10-24,22,1,22
SO68306,2375,107,2013-10-13,2013-10-20,2013-10-25,22,1,22
SO68318,1889,107,2013-10-13,2013-10-20,2013-10-25,22,1,22
SO70209,2223,107,2013-11-06,2013-11-13,2013-11-18,22,1,22
SO70218,1419,107,2013-11-06,2013-11-13,2013-11-18,22,1,22
SO49685,6960,153,2012-09-12,2012-09-19,2012-09-24,2182,1,2182
SO50035,13271,153,2012-10-11,2012-10-18,2012-10-23,2182,1,2182
SO50122,4845,44,2012-10-21,2012-10-28,2012-11-02,783,1,783
SO50408,13369,153,2012-11-03,2012-11-10,2012-11-15,2182,1,2182
SO50551,7169,153,2012-11-19,2012-11-26,2012-12-01,2182,1,2182
SO61898,4865,107,2013-07-10,2013-07-17,2013-07-22,22,1,22
SO45901,666,11,2011-10-13,2011-10-20,2011-10-25,3578,1,3578
SO45927,797,11,2011-10-16,2011-10-23,2011-10-28,3578,1,3578
SO45942,9220,11,2011-10-18,2011-10-25,2011-10-30,3578,1,3578
SO46018,664,11,2011-10-28,2011-11-04,2011-11-09,3578,1,3578
SO46164,1080,11,2011-11-05,2011-11-12,2011-11-17,3578,1,3578
SO46209,1850,11,2011-11-11,2011-11-18,2011-11-23,3578,1,3578
SO46418,9989,11,2011-12-03,2011-12-10,2011-12-15,3578,1,3578
SO60830,5827,182,2013-06-24,2013-07-01,2013-07-06,2384,1,2384
SO61005,9473,153,2013-06-27,2013-07-04,2013-07-09,2443,1,2443
SO66686,5078,107,2013-09-19,2013-09-26,2013-10-01,22,1,22
SO66700,14652,187,2013-09-20,2013-09-27,2013-10-02,50,1,50
SO66740,4991,107,2013-09-20,2013-09-27,2013-10-02,22,1,22
SO66794,4943,107,2013-09-21,2013-09-28,2013-10-03,22,1,22
SO66918,3270,107,2013-09-23,2013-09-30,2013-10-05,22,1,22
SO66920,3754,131,2013-09-23,2013-09-30,2013-10-05,769,1,769
SO52474,114,107,2013-02-09,2013-02-16,2013-02-21,22,1,22
SO52609,2885,107,2013-02-11,2013-02-18,2013-02-23,22,1,22
SO52653,3340,107,2013-02-12,2013-02-19,2013-02-24,22,1,22
SO63748,251,184,2013-08-06,2013-08-13,2013-08-18,24,1,24
SO63774,13823,115,2013-08-07,2013-08-14,2013-08-19,33,1,33
SO63828,1705,186,2013-08-08,2013-08-15,2013-08-20,24,1,24
SO63875,13185,147,2013-08-08,2013-08-15,2013-08-20,1120,1,1120
SO63885,5024,110,2013-08-09,2013-08-16,2013-08-21,35,1,35
SO63909,8062,110,2013-08-09,2013-08-16,2013-08-21,35,1,35
SO67571,5299,112,2013-10-01,2013-10-08,2013-10-13,2,1,2
SO67577,4211,202,2013-10-02,2013-10-09,2013-10-14,64,1,64
SO67584,8039,137,2013-10-02,2013-10-09,2013-10-14,2295,1,2295
SO67584,8039,101,2013-10-02,2013-10-09,2013-10-14,10,1,10
SO67643,1689,110,2013-10-02,2013-10-09,2013-10-14,35,1,35
SO67711,1203,101,2013-10-04,2013-10-11,2013-10-16,10,1,10
SO67800,4297,112,2013-10-05,2013-10-12,2013-10-17,2,1,2
SO67807,11497,110,2013-10-05,2013-10-12,2013-10-17,35,1,35
SO67821,16772,110,2013-10-05,2013-10-12,2013-10-17,35,1,35
SO67847,4722,110,2013-10-06,2013-10-13,2013-10-18,35,1,35
SO67848,1737,101,2013-10-06,2013-10-13,2013-10-18,10,1,10
SO67855,15259,112,2013-10-06,2013-10-13,2013-10-18,2,1,2
SO67972,2137,110,2013-10-08,2013-10-15,2013-10-20,35,1,35
SO55502,9000,112,2013-04-01,2013-04-08,2013-04-13,2,1,2
SO55518,15350,112,2013-04-02,2013-04-09,2013-04-14,2,1,2
SO55566,803,122,2013-04-03,2013-04-10,2013-04-15,21,1,21
SO55566,803,112,2013-04-03,2013-04-10,2013-04-15,2,1,2
SO55571,201,112,2013-04-03,2013-04-10,2013-04-15,2,1,2
SO55593,8130,101,2013-04-03,2013-04-10,2013-04-15,10,1,10
SO55596,8123,101,2013-04-03,2013-04-10,2013-04-15,10,1,10
SO55623,242,110,2013-04-04,2013-04-11,2013-04-16,35,1,35
SO55643,10472,101,2013-04-04,2013-04-11,2013-04-16,10,1,10
SO55689,533,112,2013-04-05,2013-04-12,2013-04-17,2,1,2
SO55694,678,122,2013-04-05,2013-04-12,2013-04-17,21,1,21
SO55700,3627,115,2013-04-05,2013-04-12,2013-04-17,33,1,33
SO55711,8048,101,2013-04-05,2013-04-12,2013-04-17,10,1,10
SO55711,8048,110,2013-04-05,2013-04-12,2013-04-17,35,1,35
SO55755,633,122,2013-04-06,2013-04-13,2013-04-18,21,1,21
SO55755,633,110,2013-04-06,2013-04-13,2013-04-18,35,1,35
SO55755,633,184,2013-04-06,2013-04-13,2013-04-18,24,1,24
SO55759,662,110,2013-04-06,2013-04-13,2013-04-18,35,1,35
SO55762,10781,101,2013-04-06,2013-04-13,2013-04-18,10,1,10
SO48282,15541,141,2012-05-29,2012-06-05,2012-06-10,2049,1,2049
SO48511,15636,141,2012-06-09,2012-06-16,2012-06-21,2049,1,2049
SO48620,9666,137,2012-06-18,2012-06-25,2012-06-30,2049,1,2049
SO48673,2132,137,2012-06-23,2012-06-30,2012-07-05,2049,1,2049
SO48695,15625,141,2012-06-26,2012-07-03,2012-07-08,2049,1,2049
SO48814,2648,137,2012-07-01,2012-07-08,2012-07-13,2049,1,2049
SO48918,2639,141,2012-07-14,2012-07-21,2012-07-26,2049,1,2049
SO49235,4538,43,2012-08-05,2012-08-12,2012-08-17,783,1,783
SO49292,8039,147,2012-08-12,2012-08-19,2012-08-24,1000,1,1000
SO49295,1389,141,2012-08-12,2012-08-19,2012-08-24,2049,1,2049
SO49355,3032,141,2012-08-18,2012-08-25,2012-08-30,2049,1,2049
SO49379,16068,137,2012-08-20,2012-08-27,2012-09-01,2049,1,2049
SO61620,3744,184,2013-07-06,2013-07-13,2013-07-18,24,1,24
SO61654,895,175,2013-07-06,2013-07-13,2013-07-18,2384,1,2384
SO61654,895,110,2013-07-06,2013-07-13,2013-07-18,35,1,35
SO61708,1629,101,2013-07-07,2013-07-14,2013-07-19,10,1,10
SO61761,10912,122,2013-07-08,2013-07-15,2013-07-20,21,1,21
SO67607,5266,112,2013-10-02,2013-10-09,2013-10-14,2,1,2
SO67612,11532,122,2013-10-02,2013-10-09,2013-10-14,21,1,21
SO67657,16396,122,2013-10-03,2013-10-10,2013-10-15,21,1,21
SO67659,13511,115,2013-10-03,2013-10-10,2013-10-15,33,1,33
SO67659,13511,186,2013-10-03,2013-10-10,2013-10-15,24,1,24
SO67704,8038,141,2013-10-04,2013-10-11,2013-10-16,2295,1,2295
SO67713,5480,101,2013-10-04,2013-10-11,2013-10-16,10,1,10
SO67713,5480,110,2013-10-04,2013-10-11,2013-10-16,35,1,35
SO67716,9444,101,2013-10-04,2013-10-11,2013-10-16,10,1,10
SO67716,9444,184,2013-10-04,2013-10-11,2013-10-16,24,1,24
SO67740,5146,112,2013-10-04,2013-10-11,2013-10-16,2,1,2
SO67790,15285,112,2013-10-05,2013-10-12,2013-10-17,2,1,2
SO67798,4564,110,2013-10-05,2013-10-12,2013-10-17,35,1,35
SO67806,8181,110,2013-10-05,2013-10-12,2013-10-17,35,1,35
SO67819,5112,137,2013-10-05,2013-10-12,2013-10-17,2295,1,2295
SO67819,5112,101,2013-10-05,2013-10-12,2013-10-17,10,1,10
SO67898,12475,154,2013-10-06,2013-10-13,2013-10-18,540,1,540
SO67898,12475,122,2013-10-06,2013-10-13,2013-10-18,21,1,21
SO67898,12475,110,2013-10-06,2013-10-13,2013-10-18,35,1,35
SO67937,2599,101,2013-10-07,2013-10-14,2013-10-19,10,1,10
SO67937,2599,110,2013-10-07,2013-10-14,2013-10-19,35,1,35
SO68001,13077,110,2013-10-08,2013-10-15,2013-10-20,35,1,35
SO68007,1620,172,2013-10-08,2013-10-15,2013-10-20,742,1,742
SO68018,12734,154,2013-10-08,2013-10-15,2013-10-20,540,1,540
SO55337,759,184,2013-03-30,2013-04-06,2013-04-11,24,1,24
SO55376,14383,110,2013-03-30,2013-04-06,2013-04-11,35,1,35
SO55384,1638,110,2013-03-31,2013-04-07,2013-04-12,35,1,35
SO55451,13906,147,2013-04-01,2013-04-08,2013-04-13,1120,1,1120
SO69802,8050,102,2013-11-01,2013-11-08,2013-11-13,5,1,5
SO69803,6648,108,2013-11-01,2013-11-08,2013-11-13,35,1,35
